timestamp,price,MA_50,MA_200,RSI_14
2026-01-27 00:00:00,88307.8612070438,,,
2026-01-28 00:00:00,89204.22239644526,,,
2026-01-29 00:00:00,89162.09701574955,,,
2026-01-30 00:00:00,84570.40906135936,,,
2026-01-31 00:00:00,84141.77856967277,,,
2026-02-01 00:00:00,78725.85853884545,,,
2026-02-02 00:00:00,76937.06406636834,,,
2026-02-03 00:00:00,78767.65815345927,,,
2026-02-04 00:00:00,75638.95670207398,,,
2026-02-05 00:00:00,73172.29203248928,,,
2026-02-06 00:00:00,62853.69038445987,,,
2026-02-07 00:00:00,70523.95417035831,,,
2026-02-08 00:00:00,69296.80677355142,,,
2026-02-09 00:00:00,70542.37329463876,,,28.36171793027293
2026-02-10 00:00:00,70096.40692272567,,,28.056916024376378
2026-02-11 00:00:00,68779.90981269129,,,25.637290413655947
2026-02-12 00:00:00,66937.58141157958,,,24.581592562711165
2026-02-13 00:00:00,66184.57765470445,,,26.947793511671293
2026-02-14 00:00:00,68838.87490510389,,,31.82740646534465
2026-02-15 00:00:00,69765.59638824302,,,38.08955629533957
2026-02-16 00:00:00,68716.58337486399,,,38.85369642100303
2026-02-17 00:00:00,68907.78353606178,,,36.008794745691475
2026-02-18 00:00:00,67489.45540267964,,,37.845853062094044
2026-02-19 00:00:00,66456.3537620677,,,39.536441175933994
2026-02-20 00:00:00,66918.68417467622,,,59.140665297692195
2026-02-21 00:00:00,67970.29403133177,,,41.82415987258
2026-02-22 00:00:00,67977.90904199042,,,45.41972396786785
2026-02-23 00:00:00,67585.11718938159,,,39.08343005181508
2026-02-24 00:00:00,64577.553200674425,,,32.867515359431195
2026-02-25 00:00:00,64074.11098528222,,72437.39380535243,34.614882625007866
2026-02-26 00:00:00,67947.39185585188,,71758.71149364604,52.91443367090068
2026-02-27 00:00:00,67469.06040327046,,71034.20609387355,53.766893911546056
2026-02-28 00:00:00,65883.99096235317,,70258.269225427,40.75466186950453
2026-03-01 00:00:00,67008.45435746174,,69672.87073529708,41.478804780325156
2026-03-02 00:00:00,65713.4989891121,,69058.59474927839,40.85768064008888
2026-03-03 00:00:00,68864.03691918531,,68729.86736195638,49.88715455441526
2026-03-04 00:00:00,68321.6178484252,,68442.68582135827,52.2481747492907
2026-03-05 00:00:00,72669.7701652216,,68239.42288841702,64.23622044622954
2026-03-06 00:00:00,70874.98687140146,,68080.62389406127,58.54307914527278
2026-03-07 00:00:00,68148.28339966535,,67913.1569396338,50.35841438205711
2026-03-08 00:00:00,67271.1907777184,,68060.40695274243,48.62503966247659
2026-03-09 00:00:00,66036.15782362667,,67910.81374118471,47.082040952595264
2026-03-10 00:00:00,68459.31537095344,,67882.8973610981,57.47717199696374
2026-03-11 00:00:00,69883.00887579883,,67860.91854713678,60.8061770058733
2026-03-12 00:00:00,70226.818790692,,67865.26560940231,54.88137567763769
2026-03-13 00:00:00,70544.42535461926,,67924.08279413325,56.63152118493486
2026-03-14 00:00:00,70965.28228600459,,68058.33948994742,61.53618991137468
2026-03-15 00:00:00,71217.1010283798,,68226.09026906993,59.94922755145826
2026-03-16 00:00:00,72681.9132538886,,68354.19154736276,66.34206925935237
2026-03-17 00:00:00,74858.14870100339,71163.32536390412,68523.94329112144,64.73031638068917
2026-03-18 00:00:00,73926.27899152413,70875.69371959374,68697.59981167677,63.51456991725758
2026-03-19 00:00:00,71255.86350265636,70516.72654171794,68775.86914389659,46.29049496039557
2026-03-20 00:00:00,69871.4514796119,70130.9136309952,68855.26901312768,47.30919836699118
2026-03-21 00:00:00,70552.62530009366,69850.55795576988,68991.81139772852,57.24112670579537
2026-03-22 00:00:00,68733.54779458739,69542.39334026819,69052.30685172557,54.16769071818676
2026-03-23 00:00:00,67848.87605821833,69324.85369065563,69048.25958595512,55.271487814875734
2026-03-24 00:00:00,70892.82823994374,69203.96897412714,69145.42355922023,56.83018254137266
2026-03-25 00:00:00,70524.51175942823,69039.10604624652,69243.40337822179,51.91390232807537
2026-03-26 00:00:00,71309.26403856269,68952.51219297631,69467.79373948472,53.14664844303323
2026-03-27 00:00:00,68791.11093800364,68864.88857108659,69625.02707124212,45.48126898917741
2026-03-27 04:54:11,68576.06543593612,68979.33607211612,69645.98285724492,43.776365160652105
