timestamp,price,MA_50,MA_200,RSI_14
2026-06-02 00:00:00,71320.29306465392,,,
2026-06-03 00:00:00,66727.26415497709,,,
2026-06-04 00:00:00,64046.61064609333,,,
2026-06-05 00:00:00,63810.65923840883,,,
2026-06-06 00:00:00,60960.10140035313,,,
2026-06-07 00:00:00,60855.25426528331,,,
2026-06-08 00:00:00,63273.537430635515,,,
2026-06-09 00:00:00,63069.147792658114,,,
2026-06-10 00:00:00,61669.76384194788,,,
2026-06-11 00:00:00,61480.144432833426,,,
2026-06-12 00:00:00,63555.66181107698,,,
2026-06-13 00:00:00,63532.27782485316,,,
2026-06-14 00:00:00,64408.80975375945,,,
2026-06-15 00:00:00,65709.31094599118,,,35.1973674339862
2026-06-16 00:00:00,66292.50117921834,,,37.131876675274235
2026-06-17 00:00:00,65619.28080038042,,,46.4524169300217
2026-06-18 00:00:00,64444.545329668814,,,51.41010451300809
2026-06-19 00:00:00,62897.23855524796,,,47.03847696346231
2026-06-20 00:00:00,63489.81094752525,,,59.60881531419844
2026-06-21 00:00:00,64253.39869532133,,,62.292321832796745
2026-06-22 00:00:00,63255.48525259375,,,49.92721984086713
2026-06-23 00:00:00,63937.28526422244,,,53.370291390645214
2026-06-24 00:00:00,62662.29201921944,,,53.89078014048162
2026-06-25 00:00:00,60989.57352152134,,,48.27724451247377
2026-06-26 00:00:00,59726.73653480851,,,35.739881136234246
2026-06-27 00:00:00,60022.32566638378,,,37.18761519962072
2026-06-28 00:00:00,59953.443344011124,,,32.717536818629114
2026-06-29 00:00:00,59494.606386317784,,,24.208956429548508
2026-06-30 00:00:00,60152.35872063589,,,24.675116455935225
2026-07-01 00:00:00,58566.091991843154,,63005.86036041482,22.946834435231963
2026-07-02 00:00:00,59967.685041718134,,62627.440092983634,33.12230053856072
2026-07-03 00:00:00,61490.21448471664,,62452.871770641614,44.68561095185198
2026-07-04 00:00:00,62553.61289177051,,62403.10517883086,46.58538675649384
2026-07-05 00:00:00,63088.406753852214,,62379.0300960123,45.67878263404187
2026-07-06 00:00:00,63586.102141021256,,62466.56345403457,51.27359351809806
2026-07-07 00:00:00,64001.23542391328,,62571.42949265557,50.25151443764217
2026-07-08 00:00:00,63335.30929080668,,62573.48855466127,52.78015495448232
2026-07-09 00:00:00,62247.1304822092,,62546.087977646304,55.45842474210513
2026-07-10 00:00:00,63192.8789720319,,62596.85848198245,65.47063954110715
2026-07-11 00:00:00,64110.97482196822,,62684.552828286935,67.28840410478554
2026-07-12 00:00:00,63791.35305345348,,62692.409203032825,65.89121486448973
2026-07-13 00:00:00,63746.65595793199,,62699.55514080212,68.23125181905702
2026-07-14 00:00:00,62278.96301585648,,62628.56024953868,58.52594415183892
2026-07-15 00:00:00,64983.51907427709,,62604.367187148215,73.61143255039056
2026-07-16 00:00:00,64717.168891130066,,62551.85611087861,69.06746649860773
2026-07-17 00:00:00,63792.28742743447,,62490.956331780406,59.707841995522934
2026-07-18 00:00:00,63904.954014943025,,62472.96995462288,56.19538064151138
2026-07-19 00:00:00,64795.70382303786,,62536.25213021588,57.5799058791738
2026-07-20 00:00:00,64670.40117470696,,62575.605137788596,54.97859848937756
2026-07-21 00:00:00,65184.92144270268,63192.305779838534,62606.655896034645,55.38578260120151
2026-07-22 00:00:00,66520.98164575922,63096.31955146064,62715.50577580682,63.661716153298606
2026-07-23 00:00:00,66077.05646514206,63083.31539766394,62786.831482504145,67.38525506083855
2026-07-24 00:00:00,65033.02206215462,63103.04362598517,62865.85581726865,58.2791213636154
2026-07-25 00:00:00,64099.00415642356,63108.81052434546,62969.50350509873,49.9462189628772
2026-07-26 00:00:00,64316.36420628235,63175.935780464046,63122.49109414785,52.38061109437398
2026-07-27 00:00:00,65310.39342889224,63265.03856373622,63298.760019564805,56.52854996213191
2026-07-28 00:00:00,63673.70583727069,63273.04193186893,63422.768769340124,55.741978440322505
2026-07-29 00:00:00,63957.0445311038,63290.79986663784,63571.51670749965,44.721912053706035
2026-07-30 00:00:00,63934.10397135411,63336.086669225966,63697.5748825236,45.87013493466982
2026-07-31 05:23:10,64334.4059713766,63393.17189999683,63889.852015174714,53.026588159450554
